filename	title	style	region	year	tokens
2.press_hu_origo_jog_2012.vert	Origo	press	Hungary	2012	105823
2.press_hu_origo_tudomany_004_2012.vert	Origo	press	Hungary	2012	499984
2.press_hu_nszv_bioritmus_2012.vert	-	press	Hungary	2012	96691
2.press_hu_nszv_foto_2012.vert	-	press	Hungary	2012	14562
2.press_hu_nszv_bond_2012.vert	-	press	Hungary	2012	56181
2.press_hu_nszv_velemeny_2012.vert	-	press	Hungary	2012	616889
2.press_hu_origo_teszt_2012.vert	Origo	press	Hungary	2012	5424
1.press_hu_origo_itthon_016.vert	Origo	press	Hungary	2012	997655
2.press_hu_nszv_kultura_2012.vert	-	press	Hungary	2012	613703
2.press_hu_idg_external_2012.vert	-	press	Hungary	2012	649
2.press_hu_origo_egyeb_016_2012.vert	Origo	press	Hungary	2012	1425620
2.press_hu_idg_mp_2012.vert	-	press	Hungary	2012	141057
2.press_hu_origo_post-it_2012.vert	Origo	press	Hungary	2012	1522
1.press_hu_168o_02.clean.vert	-	press	Hungary	2012	324516
1.press_hu_168o_11.clean.vert	-	press	Hungary	2012	329369
1.press_hu_origo_gasztro.vert	Origo	press	Hungary	2012	7602
2.press_gr_felvma_008_2012.vert	Felvidék.ma	press	Slovakia	2012	1399308
1.press_hu_168o_01.clean.vert	-	press	Hungary	2012	330323
2.press_hu_origo_teve_002_2012.vert	Origo	press	Hungary	2012	147385
2.press_hu_origo_pekingvolt_2012.vert	Origo	press	Hungary	2012	46
1.press_hu_nszv_belfold_011.vert	-	press	Hungary	2012	1189851
2.press_hu_origo_foto_2012.vert	Origo	press	Hungary	2012	8025
2.press_hu_origo_filmklub_004_2012.vert	Origo	press	Hungary	2012	16404
1.press_hu_168o_03.clean.vert	-	press	Hungary	2012	323636
1.press_hu_origo_london.vert	Origo	press	Hungary	2012	3639
1.press_hu_origo_egyeb_015.vert	Origo	press	Hungary	2012	1444006
2.press_hu_origo_techbazis_005_2012.vert	Origo	press	Hungary	2012	586960
1.press_hu_nszv_belfold_012.vert	-	press	Hungary	2012	1187043
2.press_hu_idg_electrose_2012.vert	-	press	Hungary	2012	65444
2.press_hu_origo_gazdasag_2012.vert	Origo	press	Hungary	2012	1088686
2.press_hu_origo_kultura_2012.vert	Origo	press	Hungary	2012	194388
1.press_hu_origo_sport_024.vert	Origo	press	Hungary	2012	1210413
2.press_hu_origo_filmklub_003_2012.vert	Origo	press	Hungary	2012	730618
1.press_hu_promenad_008.vert	Promenád	press	Hungary	2012	1164186
2.press_hu_nszv_gazdasag_2012.vert	-	press	Hungary	2012	1165812
2.press_hu_origo_techbazis_004_2012.vert	Origo	press	Hungary	2012	65070
2.press_hu_168o_12.clean_2012.vert	-	press	Hungary	2012	193988
1.press_hu_origo_foci-eb-2012.vert	Origo	press	Hungary	2012	251257
1.press_hu_nszv_london2012.vert	-	press	Hungary	2012	122626
2.press_gr_felvma_000_2012.vert	Felvidék.ma	press	Slovakia	2012	217
2.press_hu_origo_egeszseg_2012.vert	Origo	press	Hungary	2012	303817
2.press_hu_nszv_belfold_013_2012.vert	-	press	Hungary	2012	326134
2.press_hu_origo_egyeb_013_2012.vert	Origo	press	Hungary	2012	488
2.press_hu_nszv_jatek_2012.vert	-	press	Hungary	2012	924
2.press_hu_origo_usa-2008_2012.vert	Origo	press	Hungary	2012	3
1.press_hu_168o_09.clean.vert	-	press	Hungary	2012	341965
2.press_hu_pszp_2012.vert	Polgári Szemle	press	Hungary	2012	205909
2.press_hu_idg_gs_2012.vert	-	press	Hungary	2012	950052
2.press_hu_nszv_kulfold_2012.vert	-	press	Hungary	2012	1457613
2.press_hu_vkh_2012.vert	-	press	Hungary	2012	321354
2.press_gr_felvma_009_2012.vert	Felvidék.ma	press	Slovakia	2012	22235
2.press_hu_origo_egyeb_014_2012.vert	Origo	press	Hungary	2012	275170
2.press_hu_eunews_2012.vert	EU News c. internetes újság archívuma	press	Hungary	2012	14193
2.press_hu_idg_mw_2012.vert	-	press	Hungary	2012	186714
2.press_hu_idg_pcw_2012.vert	-	press	Hungary	2012	565848
2.press_hu_nszv_szepszo_2012.vert	-	press	Hungary	2012	304019
2.press_hu_origo_utazas_001_2013.vert	Origo	press	Hungary	2013	253509
2.press_hu_origo_kultura_2013.vert	Origo	press	Hungary	2013	12330
2.press_hu_origo_teve_003_2013.vert	Origo	press	Hungary	2013	240591
2.press_hu_vkh_2013.vert	-	press	Hungary	2013	698
2.press_hu_origo_nagyvilag_011_2013.vert	Origo	press	Hungary	2013	465448
2.press_hu_origo_filmklub_004_2013.vert	Origo	press	Hungary	2013	289540
2.press_hu_origo_auto_004_2013.vert	Origo	press	Hungary	2013	304635
2.press_hu_origo_tudomany_004_2013.vert	Origo	press	Hungary	2013	206720
2.press_hu_origo_sport_025_2013.vert	Origo	press	Hungary	2013	262798
1.press_hu_promenad_011.vert	Promenád	press	Hungary	2013	542753
2.press_hu_origo_sport_026_2013.vert	Origo	press	Hungary	2013	861151
2.press_hu_promenad_009_2013.vert	Promenád	press	Hungary	2013	54496
2.press_hu_origo_post-it_2013.vert	Origo	press	Hungary	2013	40
2.press_hu_origo_egyeb_017_2013.vert	Origo	press	Hungary	2013	998460
2.press_hu_origo_techbazis_005_2013.vert	Origo	press	Hungary	2013	182566
2.press_hu_origo_idojaras_2013.vert	Origo	press	Hungary	2013	86584
2.press_hu_origo_itthon_017_2013.vert	Origo	press	Hungary	2013	411294
2.press_gr_felvma_008_2013.vert	Felvidék.ma	press	Slovakia	2013	1218
2.press_hu_origo_kozlony_2013.vert	Origo	press	Hungary	2013	1689
2.press_hu_origo_gazdasag_2013.vert	Origo	press	Hungary	2013	435674
2.press_hu_origo_foto_2013.vert	Origo	press	Hungary	2013	1134
2.press_hu_origo_egeszseg_2013.vert	Origo	press	Hungary	2013	112428
2.press_hu_origo_itthon_018_2013.vert	Origo	press	Hungary	2013	604319
1.press_hu_promenad_010.vert	Promenád	press	Hungary	2013	1297066
2.press_hu_origo_jog_2013.vert	Origo	press	Hungary	2013	81935
2.press_gr_felvma_009_2013.vert	Felvidék.ma	press	Slovakia	2013	18001
2.press_hu_origo_tafelspicc_2013.vert	Origo	press	Hungary	2013	282283
2.press_hu_origo_itthon_008_2014.vert	Origo	press	Hungary	2014	1342
2.press_hu_hvg_002.clean_noyear.vert	-	press	Hungary	-	7028
2.press_hu_mfm.clean_noyear.vert	-	press	Hungary	-	1684
2.press_hu_idg_mobil_noyear.vert	-	press	Hungary	-	276
2.press_vj_ujkep_noyear.vert	Új Kép - pedagógusok és szülők folyóirata	press	Vojvodina	-	106
3.press_gr_hifi.vert	Heti Ifi - magazin fiataloknak	press	Slovakia	-	222990
3.press_gr_pedforum.vert	Pedagógusfórum	press	Slovakia	-	182960
3.press_gr_szu.vert	Szabad Újság, szlovákiai magyar hetilap	press	Slovakia	-	237737
2.press_hu_origo_egyeb_009_noyear.vert	Origo	press	Hungary	-	191720
3.press_hu_hbn.clean.vert	-	press	Hungary	-	1812034
2.press_hu_eunews_noyear.vert	EU News c. internetes újság archívuma	press	Hungary	-	498
2.press_hu_idg_pcw_noyear.vert	-	press	Hungary	-	7
2.press_hu_vkh_noyear.vert	-	press	Hungary	-	314
2.press_hu_origo_egyeb_007_noyear.vert	Origo	press	Hungary	-	1273
2.press_hu_idg_gs_noyear.vert	-	press	Hungary	-	986
2.press_hu_idg_mp_noyear.vert	-	press	Hungary	-	725
2.press_hu_origo_egyeb_008_noyear.vert	Origo	press	Hungary	-	295696
2.press_hu_hvg_000.clean_noyear.vert	-	press	Hungary	-	529
2.press_hu_origo_kommentar_noyear.vert	Origo	press	Hungary	-	8313
2.pers_hu_ind_000_1997.vert	Index Fórum	personal	Hungary	1997	3911
2.pers_hu_ind_003_1998.vert	Index Fórum	personal	Hungary	1998	1032159
2.pers_hu_ind_011_1998.vert	Index Fórum	personal	Hungary	1998	677397
2.pers_hu_ind_001_1998.vert	Index Fórum	personal	Hungary	1998	871707
2.pers_hu_ind_010_1998.vert	Index Fórum	personal	Hungary	1998	777802
2.pers_hu_ind_047_1998.vert	Index Fórum	personal	Hungary	1998	1204
2.pers_hu_ind_000_1998.vert	Index Fórum	personal	Hungary	1998	821836
2.pers_hu_ind_012_1998.vert	Index Fórum	personal	Hungary	1998	223030
2.pers_hu_ind_005_1998.vert	Index Fórum	personal	Hungary	1998	772713
2.pers_hu_ind_007_1998.vert	Index Fórum	personal	Hungary	1998	64411
2.pers_hu_ind_002_1998.vert	Index Fórum	personal	Hungary	1998	942226
2.pers_hu_ind_004_1998.vert	Index Fórum	personal	Hungary	1998	897255
2.pers_hu_ind_006_1998.vert	Index Fórum	personal	Hungary	1998	749694
2.pers_hu_ind_009_1998.vert	Index Fórum	personal	Hungary	1998	466800
1.pers_hu_ind_008.vert	Index Fórum	personal	Hungary	1999	895766
1.pers_hu_ind_020.vert	Index Fórum	personal	Hungary	1999	799382
1.pers_hu_ind_035.vert	Index Fórum	personal	Hungary	1999	746332
1.pers_hu_ind_022.vert	Index Fórum	personal	Hungary	1999	870320
2.pers_hu_ind_002_1999.vert	Index Fórum	personal	Hungary	1999	57286
2.pers_hu_ind_005_1999.vert	Index Fórum	personal	Hungary	1999	150569
1.pers_hu_ind_033.vert	Index Fórum	personal	Hungary	1999	869685
2.pers_hu_ind_007_1999.vert	Index Fórum	personal	Hungary	1999	877345
1.pers_hu_ind_024.vert	Index Fórum	personal	Hungary	1999	844244
2.pers_hu_ind_001_1999.vert	Index Fórum	personal	Hungary	1999	119574
1.pers_hu_ind_032.vert	Index Fórum	personal	Hungary	1999	834634
1.pers_hu_ind_042.vert	Index Fórum	personal	Hungary	1999	954031
2.pers_hu_ind_009_1999.vert	Index Fórum	personal	Hungary	1999	402549
2.pers_hu_ind_010_1999.vert	Index Fórum	personal	Hungary	1999	223391
1.pers_hu_ind_043.vert	Index Fórum	personal	Hungary	1999	949456
1.pers_hu_ind_027.vert	Index Fórum	personal	Hungary	1999	904453
1.pers_hu_ind_038.vert	Index Fórum	personal	Hungary	1999	918035
1.pers_hu_ind_037.vert	Index Fórum	personal	Hungary	1999	868585
1.pers_hu_ind_025.vert	Index Fórum	personal	Hungary	1999	875664
1.pers_hu_ind_016.vert	Index Fórum	personal	Hungary	1999	823222
1.pers_hu_ind_048.vert	Index Fórum	personal	Hungary	1999	774944
1.pers_hu_ind_045.vert	Index Fórum	personal	Hungary	1999	921811
1.pers_hu_ind_044.vert	Index Fórum	personal	Hungary	1999	858837
1.pers_hu_ind_013.vert	Index Fórum	personal	Hungary	1999	865157
2.pers_hu_ind_006_1999.vert	Index Fórum	personal	Hungary	1999	82044
1.pers_hu_ind_039.vert	Index Fórum	personal	Hungary	1999	958304
2.pers_hu_ind_003_1999.vert	Index Fórum	personal	Hungary	1999	41041
2.pers_hu_ind_000_1999.vert	Index Fórum	personal	Hungary	1999	129759
1.pers_hu_ind_018.vert	Index Fórum	personal	Hungary	1999	851445
1.pers_hu_ind_015.vert	Index Fórum	personal	Hungary	1999	893310
1.pers_hu_ind_041.vert	Index Fórum	personal	Hungary	1999	928683
2.pers_hu_ind_012_1999.vert	Index Fórum	personal	Hungary	1999	751371
1.pers_hu_ind_023.vert	Index Fórum	personal	Hungary	1999	836760
1.pers_hu_ind_026.vert	Index Fórum	personal	Hungary	1999	838526
1.pers_hu_ind_040.vert	Index Fórum	personal	Hungary	1999	983461
1.pers_hu_ind_030.vert	Index Fórum	personal	Hungary	1999	848530
1.pers_hu_ind_014.vert	Index Fórum	personal	Hungary	1999	796409
2.pers_hu_ind_004_1999.vert	Index Fórum	personal	Hungary	1999	58427
1.pers_hu_ind_019.vert	Index Fórum	personal	Hungary	1999	899240
1.pers_hu_ind_029.vert	Index Fórum	personal	Hungary	1999	883651
1.pers_hu_ind_036.vert	Index Fórum	personal	Hungary	1999	749828
1.pers_hu_ind_017.vert	Index Fórum	personal	Hungary	1999	891509
1.pers_hu_ind_046.vert	Index Fórum	personal	Hungary	1999	871177
1.pers_hu_ind_028.vert	Index Fórum	personal	Hungary	1999	918753
2.pers_hu_ind_047_1999.vert	Index Fórum	personal	Hungary	1999	928404
1.pers_hu_ind_034.vert	Index Fórum	personal	Hungary	1999	847512
2.pers_hu_ind_011_1999.vert	Index Fórum	personal	Hungary	1999	278307
1.pers_hu_ind_049.vert	Index Fórum	personal	Hungary	1999	320296
1.pers_hu_ind_021.vert	Index Fórum	personal	Hungary	1999	854260
1.pers_hu_ind_031.vert	Index Fórum	personal	Hungary	1999	844965
2.pers_er_transindex_hvim.s1.clean_2002.vert	-	personal	Transylvania	2002	37499
2.pers_er_transindex_hvim.s1.clean_2003.vert	-	personal	Transylvania	2003	306164
1.pers_kr_KCsongenaplo.s1.clean.vert	Kárpátaljai korpuszrész	personal	Subcarpathia	2003	3008
2.pers_vj_tanarlev.s1.clean_2003.vert	Kárpát-medencei magyar nyelvi korpusz vajdasági alkorpusza: LEVELEZÉSI LISTA TANÁROKNAK www.palatabla.zenith.org.yu palatabla@list.zenith.org.yu	personal	Vojvodina	2003	853
1.pers_kr_Krockzeneforum.s1.clean.vert	Kárpátaljai korpuszrész	personal	Subcarpathia	2004	7867
1.pers_kr_Kinteju.vert	Interjúk 56-ról	personal	Subcarpathia	2004	12249
1.pers_kr_Kkerekparturaforum.s1.clean.vert	Kárpátaljai korpuszrész	personal	Subcarpathia	2004	3254
2.pers_er_transindex_hvim.s1.clean_2004.vert	-	personal	Transylvania	2004	64801
1.pers_vj_forum_vajdasagportal.s1.clean.vert	Kárpát-medencei magyar nyelvi korpusz vajdasági alkorpusza: Vajdaság Portál fórum - Vajdaság Portál/Minden ami szórakoztat...	personal	Vojvodina	2004	4230
1.pers_kr_KovacsKatalinSalankiKonyvbol.s1.clean.vert	Kárpátaljai korpuszrész	personal	Subcarpathia	2004	43686
1.pers_kr_Interju.vert	interjúk	personal	Subcarpathia	2004	35789
1.pers_kr_KCsekaGyorgyIrasaiForum1.s1.clean.vert	Kárpátaljai korpuszrész	personal	Subcarpathia	2004	80993
1.pers_kr_KBeDeKaForum.s1.clean.vert	Kárpátaljai korpuszrész	personal	Subcarpathia	2004	5671
1.pers_kr_KKarpatinfo.vert	Kárpátinfo fórum	personal	Subcarpathia	2004	181391
1.pers_vj_palyamuvek.s1.clean.vert	Kárpát-medencei magyar nyelvi korpusz vajdasági alkorpusza: Vajdaság Portál - Pályaművek	personal	Vojvodina	2004	4423
2.pers_vj_tanarlev.s1.clean_2004.vert	Kárpát-medencei magyar nyelvi korpusz vajdasági alkorpusza: LEVELEZÉSI LISTA TANÁROKNAK www.palatabla.zenith.org.yu palatabla@list.zenith.org.yu	personal	Vojvodina	2004	3466
1.pers_kr_ElmenybeszamoloKarpatinfoban.s1.clean.vert	Kárpátaljai korpuszrész	personal	Subcarpathia	2004	4420
1.pers_vj_Interju_2005-Potisje.s1.clean.vert	Kárpát-medencei magyar nyelvi korpusz vajdasági alkorpusza: Interjú - Potisje Rt. vezető személyiségeivel	personal	Vojvodina	2005	18415
1.pers_hu_kozmed_045_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	277605
1.pers_hu_kozmed_111_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	227580
1.pers_hu_kozmed_009_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	428151
1.pers_hu_kozmed_053_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	255576
1.pers_hu_kozmed_301_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	222202
1.pers_hu_kozmed_124_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	288105
1.pers_hu_kozmed_303_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	180381
1.pers_hu_kozmed_205_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	377504
1.pers_hu_kozmed_056_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	266642
1.pers_hu_kozmed_147_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	422151
1.pers_hu_kozmed_226_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	250820
1.pers_hu_kozmed_243_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	215781
1.pers_hu_kozmed_097_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	279209
1.pers_hu_kozmed_071_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	251236
1.pers_hu_kozmed_029_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	444273
1.pers_hu_kozmed_194_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	160799
1.pers_hu_kozmed_046_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	273290
1.pers_hu_kozmed_133_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	597575
1.pers_hu_kozmed_078_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	408302
1.pers_hu_kozmed_192_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	192090
1.pers_hu_kozmed_039_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	384890
1.pers_hu_kozmed_195_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	457357
1.pers_hu_kozmed_015_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	377967
1.pers_hu_kozmed_149_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	427698
1.pers_hu_kozmed_290_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	236154
1.pers_hu_kozmed_315_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	173436
1.pers_hu_kozmed_004_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	407062
1.pers_hu_kozmed_277_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	465222
1.pers_hu_kozmed_237_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	268436
1.pers_hu_kozmed_022_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	282207
1.pers_hu_kozmed_213_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	269690
1.pers_hu_kozmed_019_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	666709
1.pers_hu_kozmed_136_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	477399
1.pers_hu_kozmed_241_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	285651
1.pers_hu_kozmed_011_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	324847
1.pers_hu_kozmed_306_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	207134
1.pers_hu_kozmed_025_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	251100
1.pers_hu_kozmed_270_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	195994
1.pers_hu_kozmed_302_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	215978
1.pers_hu_kozmed_066_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	229474
1.pers_hu_kozmed_013_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	330674
1.pers_hu_kozmed_240_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	236543
1.pers_hu_kozmed_088_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	322097
1.pers_hu_kozmed_132_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	495241
1.pers_hu_kozmed_119_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	290982
1.pers_hu_kozmed_214_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	517002
1.pers_hu_kozmed_104_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	257611
1.pers_hu_kozmed_100_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	241840
1.pers_hu_kozmed_247_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	197012
1.pers_hu_kozmed_175_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	376103
1.pers_hu_kozmed_308_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	201801
1.pers_hu_kozmed_234_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	443321
1.pers_hu_kozmed_258_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	143052
1.pers_hu_kozmed_000_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	707599
1.pers_hu_kozmed_167_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	247889
1.pers_hu_kozmed_281_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	436696
1.pers_hu_kozmed_083_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	309712
1.pers_hu_kozmed_259_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	153681
1.pers_hu_kozmed_236_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	382044
1.pers_hu_kozmed_189_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	274671
1.pers_hu_kozmed_162_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	352969
1.pers_hu_kozmed_094_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	246285
1.pers_hu_kozmed_074_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	261224
1.pers_hu_kozmed_042_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	250661
1.pers_hu_kozmed_116_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	247776
1.pers_hu_kozmed_055_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	361313
1.pers_hu_kozmed_313_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	156352
1.pers_hu_kozmed_284_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	342197
1.pers_hu_kozmed_218_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	287084
1.pers_hu_kozmed_114_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	225253
1.pers_hu_kozmed_210_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	262060
1.pers_hu_kozmed_106_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	286898
1.pers_hu_kozmed_280_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	345715
1.pers_hu_kozmed_305_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	161300
1.pers_hu_kozmed_128_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	236824
1.pers_hu_kozmed_165_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	301420
1.pers_hu_kozmed_289_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	244348
1.pers_hu_kozmed_105_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	636953
1.pers_hu_kozmed_141_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	338308
1.pers_hu_kozmed_079_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	143798
1.pers_hu_kozmed_003_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	202623
1.pers_hu_kozmed_200_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	403654
1.pers_hu_kozmed_317_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	151374
1.pers_hu_kozmed_251_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	185541
1.pers_hu_kozmed_067_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	321410
1.pers_hu_kozmed_005_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	429702
1.pers_hu_kozmed_293_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	192595
1.pers_hu_kozmed_110_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	180395
1.pers_hu_kozmed_122_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	219589
1.pers_hu_kozmed_112_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	230307
1.pers_hu_kozmed_082_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	453213
1.pers_hu_kozmed_252_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	196317
1.pers_hu_kozmed_182_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	222389
1.pers_hu_kozmed_012_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	412658
1.pers_hu_kozmed_140_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	365311
1.pers_hu_kozmed_198_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	295718
1.pers_hu_kozmed_232_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	232866
1.pers_hu_kozmed_102_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	287335
1.pers_hu_kozmed_312_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	153225
1.pers_hu_kozmed_031_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	398317
1.pers_hu_kozmed_151_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	301865
1.pers_hu_kozmed_020_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	356033
1.pers_hu_kozmed_216_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	331514
1.pers_hu_kozmed_095_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	227814
1.pers_hu_kozmed_177_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	407270
1.pers_hu_kozmed_288_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	244682
1.pers_hu_kozmed_117_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	217158
1.pers_hu_kozmed_068_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	270104
1.pers_hu_kozmed_107_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	190158
1.pers_hu_kozmed_146_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	387532
1.pers_hu_kozmed_065_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	371537
1.pers_hu_kozmed_032_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	327996
1.pers_hu_kozmed_227_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	208037
1.pers_hu_kozmed_021_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	232937
1.pers_hu_kozmed_168_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	248114
1.pers_hu_kozmed_098_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	319147
1.pers_hu_kozmed_201_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	389892
1.pers_hu_kozmed_172_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	459534
1.pers_hu_kozmed_028_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	455702
1.pers_hu_kozmed_027_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	569512
1.pers_hu_kozmed_139_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	446367
1.pers_hu_kozmed_266_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	170277
1.pers_hu_kozmed_125_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	327521
1.pers_hu_kozmed_026_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	326954
1.pers_hu_kozmed_034_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	389639
1.pers_hu_kozmed_304_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	238679
1.pers_hu_kozmed_229_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	213407
1.pers_hu_kozmed_033_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	537163
1.pers_hu_kozmed_292_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	224991
1.pers_hu_kozmed_169_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	224603
1.pers_hu_kozmed_176_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	341714
1.pers_hu_kozmed_040_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	189135
1.pers_hu_kozmed_096_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	299342
1.pers_hu_kozmed_248_fixed.cleaned.vert	Közösségi média	personal	Hungary	2013	277677
